fighter,victoria_%,binning,Height,Weight,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg,Stance_Orthodox,Stance_Southpaw
Eddie Gordon,33,0,182,185,2.03,32,2.57,60,1.93,83,63,0.0,1,0
Joe Merritt,0,0,182,170,1.53,58,0.73,66,0.0,0,68,0.0,1,0
Lewis Gonzalez,0,0,177,170,1.4,37,1.87,41,2.0,33,62,0.0,1,0
Yosdenis Cedeno,33,0,172,155,1.64,29,1.6,67,0.0,0,31,0.3,1,0
Mike Swick,71,1,185,170,2.36,37,2.29,54,1.06,50,61,0.6,1,0
Darrell Montague,0,0,167,125,1.92,25,5.38,52,0.72,25,33,1.4,0,1
Dan Miller,50,0,185,185,2.03,36,3.06,49,1.67,54,47,1.8,1,0
Ildemar Alcantara,67,1,187,185,1.93,38,2.63,50,2.0,68,81,0.9,1,0
Josh Thomson,50,0,177,155,2.59,47,2.12,64,1.92,39,54,1.3,1,0
Andrew Craig,50,0,185,170,2.39,40,3.01,50,0.53,37,72,0.0,1,0
Igor Araujo,67,1,185,170,1.52,42,2.86,49,0.86,15,22,0.6,1,0
Hans Stringer,50,0,190,205,3.16,61,2.84,41,2.4,36,62,0.0,1,0
Paul Redmond,0,0,177,145,0.72,34,2.99,41,0.0,0,50,0.0,1,0
Leonardo Mafra,33,0,177,155,4.55,48,4.38,43,2.12,83,69,0.4,1,0
Vaughan Lee,43,0,167,125,3.47,47,2.07,70,0.81,33,72,1.0,1,0
Ivan Jorge,67,1,175,155,3.41,49,2.91,59,1.56,16,75,0.6,1,0
Pawel Pawlak,50,0,182,170,1.67,33,2.22,53,1.0,37,70,0.0,1,0
Marcus Brimage,57,1,162,135,3.97,35,3.64,56,0.56,100,80,0.0,0,1
Jessamyn Duke,33,0,180,135,4.83,53,4.43,57,1.27,36,50,1.9,1,0
Ramsey Nijem,56,1,180,155,3.05,44,1.62,62,5.32,62,55,1.1,1,0
Hugo Viana,60,1,167,135,3.05,38,3.2,57,0.22,6,50,0.0,1,0
Soa Palelei,67,1,193,265,2.47,57,2.68,48,2.2,47,66,0.0,1,0
Antonio Rodrigo Nogueira,50,0,190,240,1.95,42,2.4,55,1.3,29,36,2.4,1,0
Anthony Christodoulou,0,0,175,155,2.19,26,5.9,45,0.0,0,40,0.0,1,0
Sirwan Kakai,100,1,165,135,3.57,41,4.63,62,4.0,42,83,0.0,1,0
Roman Salazar,0,0,170,135,1.95,39,2.89,57,1.77,18,50,0.0,1,0
Tom Watson,33,0,185,185,4.01,44,4.41,50,0.15,7,43,0.0,1,0
Sam Stout,47,0,175,155,4.17,28,4.08,57,0.63,38,77,0.1,1,0
Yves Jabouin,56,1,170,135,3.06,41,2.93,62,1.94,60,82,0.1,1,0
Elias Silverio,75,1,180,155,3.67,49,2.97,51,1.62,38,85,0.2,1,0
Ron Stallings,50,0,187,170,3.22,60,3.26,51,0.0,0,71,0.0,0,1
Clay Collard,33,0,180,145,4.22,32,5.0,50,2.81,39,71,0.5,1,0
Nazareno Malegarie,0,0,172,155,3.87,34,3.27,69,1.0,33,0,0.0,1,0
Katsunori Kikuno,50,0,172,145,2.64,40,2.47,61,1.88,75,76,0.8,1,0
George Roop,42,0,185,135,3.43,34,2.47,60,1.05,57,59,0.1,1,0
Naoyuki Kotani,0,0,172,155,1.02,31,2.89,50,0.83,16,46,0.8,0,1
Roger Zapata,0,0,180,170,2.6,51,2.13,36,0.0,0,81,1.4,0,1
Chico Camus,43,0,167,125,2.58,41,2.46,64,0.77,40,72,0.4,1,0
Ruslan Magomedov,100,1,190,242,4.02,47,1.47,66,0.33,100,88,0.0,1,0
Chris Cariaso,58,1,160,125,3.35,43,2.23,61,1.11,39,57,0.8,0,1
Francisco Trevino,50,0,175,155,2.65,42,2.42,64,0.97,22,41,0.0,1,0
Shawn Jordan,67,1,182,260,2.87,50,3.3,47,1.97,38,76,0.1,0,1
Bubba Bush,0,0,182,185,0.63,55,7.01,25,2.82,50,60,0.0,1,0
Paddy Holohan,75,1,177,125,2.13,46,2.81,46,2.88,47,71,1.3,1,0
Cathal Pendred,80,1,185,170,2.49,44,3.01,55,2.46,23,83,0.4,1,0
Jon Delos Reyes,33,0,167,125,2.99,38,4.14,51,3.2,83,55,1.9,1,0
Ericka Almeida,0,0,167,115,1.07,39,3.33,43,0.5,33,37,0.0,1,0
Aisling Daly,50,0,157,115,2.92,52,1.4,55,2.15,41,33,0.9,1,0
Mickael Lebout,50,0,180,155,2.6,34,2.98,54,0.0,0,60,0.0,1,0
Bruno Rodrigues,0,0,167,135,2.01,34,3.42,40,0.0,0,25,0.0,1,0
Edimilson Souza,100,1,182,145,4.65,44,2.91,58,0.0,0,50,0.0,1,0
Fabio Maldonado,50,0,185,205,5.29,58,4.31,53,0.44,57,61,0.6,1,0
Piotr Hallmann,40,0,175,155,3.98,45,3.17,58,2.55,44,70,0.4,1,0
Gasan Umalatov,33,0,180,170,2.23,39,4.1,59,0.75,17,90,0.0,1,0
Richie Vaculik,33,0,167,125,3.69,46,4.09,57,3.0,45,31,1.0,1,0
Anthony Perosh,45,0,190,205,2.27,43,3.77,53,2.03,22,33,1.1,1,0
Akbarh Arreola,33,0,177,155,2.32,45,4.01,56,1.07,100,33,0.4,0,1
Danny Martinez,0,0,167,125,2.73,28,3.77,63,3.0,45,36,0.0,1,0
Steve Montgomery,0,0,193,185,4.85,39,4.12,47,0.0,0,64,0.0,0,1
Steve Kennedy,0,0,180,170,2.28,35,5.52,45,2.51,33,0,0.0,1,0
Vernon Ramos Ho,0,0,167,170,4.0,25,8.0,55,0.0,0,0,0.0,1,0
Valmir Lazaro,50,0,182,155,4.87,37,4.09,61,1.33,40,96,0.0,1,0
Scott Jorgensen,36,0,165,135,3.37,40,3.41,65,2.61,45,59,0.7,1,0
Yoshihiro Akiyama,33,0,177,170,3.1,41,3.62,57,2.29,67,92,1.0,1,0
Leo Kuntz,0,0,177,155,1.68,32,3.8,45,1.99,25,33,0.7,1,0
Benson Henderson,77,1,175,170,2.93,45,1.79,63,2.4,45,63,0.8,0,1
Dongi Yang,25,0,177,185,3.55,51,3.21,63,1.7,41,61,0.5,0,1
Yui Chul Nam,50,0,175,145,3.53,51,2.0,48,1.33,16,57,0.3,1,0
Emily Kagan,0,0,160,115,2.6,36,5.29,38,1.86,14,50,0.0,1,0
Andreas Stahl,0,0,180,170,2.83,37,4.74,57,1.55,66,80,0.0,1,0
John Howard,54,1,170,170,2.15,50,3.08,51,2.7,49,53,0.4,1,0
Mike Pierce,69,1,172,170,2.62,42,2.36,62,3.08,42,71,0.2,1,0
Marcin Wrzosek,0,0,175,155,3.47,43,4.07,43,3.0,25,33,0.0,1,0
Abner Lloveras,0,0,180,155,6.27,49,6.87,43,2.0,20,0,0.0,1,0
Konstantin Erokhin,0,0,180,230,1.07,36,1.83,47,0.0,0,70,0.0,1,0
Marcio Alexandre Junior,0,0,182,185,1.61,45,2.89,42,0.35,20,66,0.7,0,1
Sarah Kaufman,33,0,165,135,6.65,46,4.0,62,0.38,57,81,0.0,1,0
Danny Castillo,54,1,175,155,2.57,42,1.96,62,2.95,38,63,0.2,1,0
Hayder Hassan,0,0,177,170,2.11,46,3.16,48,0.0,0,25,0.0,1,0
Sheldon Westcott,0,0,185,170,2.26,40,3.73,37,3.23,37,14,0.0,0,1
Diego Brandao,67,1,170,145,2.94,47,3.38,62,3.21,68,80,0.6,1,0
Masanori Kanehara,50,0,170,135,1.88,49,1.63,62,1.44,50,63,0.9,1,0
Tony Sims,50,0,180,155,1.81,63,0.76,65,0.71,50,50,0.7,0,1
Edgar Garcia,0,0,177,170,3.16,29,4.23,60,2.21,57,50,0.6,1,0
Daron Cruickshank,50,0,172,155,2.88,38,2.98,57,2.04,41,60,0.2,0,0
Matt Mitrione,69,1,190,265,3.55,50,2.79,64,0.0,0,55,0.7,0,0
Matt Dwyer,33,0,193,170,2.57,34,3.24,54,0.44,10,60,0.0,1,0
Masio Fullen,50,0,177,145,2.46,32,3.5,54,0.47,33,69,0.0,1,0
Levan Makashvili,50,0,172,145,2.87,54,2.07,61,3.67,42,85,0.0,1,0
Felipe Olivieri,0,0,175,155,6.68,58,4.6,57,0.0,0,71,0.0,1,0
Jared Rosholt,86,1,187,265,2.08,46,1.52,59,1.83,41,66,0.1,1,0
KJ Noons,40,0,177,155,3.68,35,3.78,65,0.08,20,68,0.0,1,0
Noad Lahat,67,1,175,145,2.79,46,1.47,63,2.37,26,16,2.4,1,0
Rafael Cavalcante,25,0,185,205,2.71,53,3.62,49,0.6,40,63,0.1,1,0
Joe Riggs,45,0,182,185,2.41,51,1.69,57,2.45,55,62,0.6,0,1
Daniel Sarafian,40,0,175,185,2.23,46,3.1,58,0.36,7,53,0.7,1,0
Jonavin Webb,0,0,177,170,1.47,30,2.27,64,2.5,31,40,1.0,1,0
Norman Parke,62,1,180,155,3.06,35,2.88,64,1.98,26,77,0.0,0,1
Yaotzin Meza,33,0,175,145,1.43,41,1.62,64,1.06,20,18,1.4,1,0
Martin Svensson,0,0,185,155,2.02,38,5.91,38,0.0,0,0,0.0,1,0
Chris Dempsey,33,0,177,185,2.25,32,2.82,65,2.64,23,16,0.0,1,0
Mike Wilkinson,67,1,170,145,2.35,38,3.7,35,0.92,14,55,0.9,1,0
Tom Lawlor,60,1,182,205,2.5,42,2.41,60,2.46,32,57,1.4,0,1
Justin Salas,50,0,172,155,3.42,43,2.96,68,2.43,20,0,0.0,0,1
Marcelo Guimaraes,67,1,182,185,4.67,51,4.41,62,1.99,13,0,0.0,1,0
Mark Eddiva,33,0,172,145,3.37,45,2.98,54,1.45,22,63,0.0,1,0
Viscardi Andrade,67,1,180,170,3.26,42,2.77,63,1.93,50,66,0.3,1,0
Frank Mir,62,1,190,264,2.18,47,3.84,38,2.02,40,54,2.0,0,1
James Te Huna,56,1,187,185,4.04,51,2.99,62,2.75,37,58,0.2,1,0
Rin Nakai,0,0,154,135,1.57,33,3.9,60,3.0,18,75,0.5,1,0
Igor Pokrajac,33,0,182,205,2.25,45,4.26,40,0.87,29,51,0.2,1,0
Ian Entwistle,50,0,165,135,0.11,7,7.36,31,0.0,0,0,12.1,1,0
Filip Pejic,0,0,172,135,0.0,0,0.88,33,0.0,0,0,0.0,1,0
Lucas Martins,50,0,182,145,2.87,35,4.14,60,0.0,0,76,0.5,0,1
Gabriel Gonzaga,57,1,187,242,2.12,45,2.94,57,2.8,39,66,1.1,1,0
Robert Whiteford,50,0,175,145,2.33,46,1.99,62,1.9,30,45,0.0,0,1
Clint Hester,67,1,187,205,3.36,42,3.44,56,1.02,35,60,0.0,1,0
Chris Kelades,67,1,170,125,2.4,43,2.64,48,1.04,18,53,0.3,1,0
Efrain Escudero,45,0,175,155,2.92,44,2.3,63,1.31,40,66,0.8,1,0
Dominic Waters,0,0,185,170,0.48,23,2.53,39,4.07,52,28,0.0,1,0
Willie Gates,33,0,172,125,1.8,38,4.28,38,0.0,0,67,0.4,1,0
Yan Cabral,50,0,180,155,2.02,47,1.98,62,2.89,35,37,1.2,1,0
Rory MacDonald,75,1,182,170,3.75,42,2.8,62,1.77,47,88,0.4,1,0
Steve Bosse,50,0,180,205,5.99,52,5.38,50,0.92,33,100,0.0,1,0
Chris Beal,50,0,170,125,3.45,35,3.18,61,1.6,58,78,0.2,1,0
Mehdi Baghdad,0,0,185,155,3.13,30,4.56,46,0.0,0,33,0.0,1,0
Dileno Lopes,0,0,165,135,2.37,36,3.33,53,2.5,31,100,1.5,1,0
Jerrod Sanders,33,0,172,135,0.88,64,1.14,46,2.2,33,50,1.6,1,0
Cory Hendricks,0,0,190,205,3.13,39,4.07,42,0.0,0,100,0.0,1,0
Fernando Bruno,0,0,167,145,1.75,39,1.78,48,2.02,22,56,0.5,1,0
Anton Zafir,0,0,180,170,2.99,64,2.31,52,6.11,60,0,0.0,1,0
Thiago Tavares,59,1,170,145,2.0,40,2.31,62,3.83,42,62,1.5,1,0
Brock Lesnar,57,1,190,265,3.53,72,2.11,50,3.9,55,60,0.5,1,0
Enrique Marin,0,0,177,170,1.43,33,3.0,50,2.5,38,60,1.0,1,0
Josh Samman,75,1,190,185,2.08,52,2.47,34,1.09,33,33,0.4,1,0
Cristina Stanciu,0,0,160,115,2.5,50,3.07,52,0.85,100,40,1.7,1,0
Cody Pfister,33,0,177,155,1.41,25,2.8,51,2.82,30,0,0.0,1,0
Michael McDonald,75,1,175,135,2.69,42,2.76,57,1.09,66,52,1.4,1,0
Jim Alers,33,0,175,145,2.9,40,4.38,56,2.26,41,80,0.3,1,0
Cesar Arzamendia,0,0,180,155,5.37,45,5.2,56,7.32,75,0,2.4,1,0
Michael Graves,100,1,177,170,1.25,54,1.47,58,4.8,52,66,0.4,1,0
Francisco Rivera,40,0,172,135,4.07,41,3.16,68,1.01,63,68,0.6,1,0
Tatsuya Kawajiri,60,1,170,145,2.04,44,2.01,50,3.63,48,63,1.1,1,0
Horacio Gutierrez,0,0,177,145,0.86,26,2.91,46,0.0,0,50,0.0,1,0
Alberto Uda,0,0,190,185,1.79,52,3.49,45,2.83,50,66,0.0,1,0
Rick Story,67,1,175,170,3.8,41,2.17,62,2.53,48,63,0.9,0,1
Elizabeth Phillips,33,0,167,135,2.6,33,3.07,58,0.75,25,53,0.2,1,0
Lorenz Larkin,44,0,180,170,3.53,46,2.74,63,0.27,42,79,0.1,1,0
Shane Campbell,25,0,182,155,3.99,59,3.19,55,1.36,28,82,0.0,1,0
Kevin Casey,17,0,180,185,2.27,53,3.76,46,0.79,22,27,0.4,0,1
Taylor Lapilus,67,1,167,135,3.77,45,2.0,61,0.58,40,81,0.6,0,1
Jarjis Danho,0,0,190,265,3.39,48,5.77,47,0.57,20,100,0.0,1,0
Leandro Issa,50,0,170,135,2.08,37,3.17,58,2.38,22,50,1.2,1,0
Tae Hyun Bang,50,0,175,155,2.72,38,2.07,66,0.49,33,57,0.5,0,0
Leandro Silva,43,0,175,155,2.39,48,2.08,63,1.76,37,65,0.4,1,0
Josh Barnett,67,1,190,250,3.2,50,2.11,57,1.26,55,55,1.4,1,0
Sean Spencer,43,0,177,170,4.24,32,4.02,60,0.14,33,68,0.0,1,0
Caio Magalhaes,67,1,185,185,2.27,40,2.78,56,1.05,15,58,1.6,1,0
Kenny Robertson,50,0,177,170,3.72,47,3.02,52,1.37,26,57,0.8,1,0
Augusto Montano,50,0,185,170,3.46,46,2.66,56,0.0,0,66,0.0,1,0
Leonardo Guimaraes,0,0,182,185,2.35,56,2.99,44,0.0,0,52,1.0,1,0
Maximo Blanco,50,0,172,145,4.11,44,3.19,66,1.85,36,63,0.3,1,0
Joey Gomez,0,0,177,155,3.73,49,3.33,50,2.0,28,0,0.0,1,0
Antonio Silva,30,0,193,264,2.89,45,3.09,50,0.82,29,66,0.8,1,0
Hector Urbina,50,0,180,170,0.97,38,2.44,39,0.0,0,38,3.8,1,0
Glaico Franca Moreira,50,0,182,155,2.35,42,3.46,47,2.68,42,76,0.3,1,0
Cody East,0,0,190,245,4.15,43,7.32,40,3.97,100,16,0.0,1,0
Kelly Faszholz,0,0,172,135,4.01,48,3.61,52,0.0,0,44,0.0,1,0
Tamdan McCrory,50,0,193,185,2.07,49,1.6,46,2.28,50,33,2.5,0,0
Lukasz Sajewski,0,0,172,155,2.06,35,3.88,57,1.01,25,66,0.0,1,0
Albert Tumenov,71,1,180,170,3.76,42,3.34,58,0.2,20,75,0.0,1,0
Dan Henderson,53,1,180,185,2.44,47,2.7,51,1.52,52,57,0.3,1,0
Heather Clark,50,0,167,115,3.69,49,5.62,50,0.33,4,80,0.3,1,0
Chris Avila,0,0,177,145,2.37,30,4.17,48,0.0,0,46,0.0,1,0
Jason Novelli,0,0,182,155,1.73,24,3.55,66,0.7,33,100,0.0,1,0
Erik Perez,75,1,172,135,3.16,40,2.09,66,3.16,55,69,0.2,1,0
Erick Montano,50,0,182,170,2.79,44,2.06,64,2.29,36,66,0.0,1,0
Miesha Tate,62,1,167,135,1.93,41,2.71,50,2.06,31,52,1.6,1,0
Ryan Bader,74,1,187,205,2.82,43,1.39,71,3.37,44,80,0.4,1,0
Ali Bagautinov,67,1,162,125,2.85,42,3.09,52,2.51,36,65,0.3,1,0
Anna Elmose,0,0,160,115,3.68,49,4.64,56,0.0,0,33,0.0,1,0
Magnus Cedenblad,80,1,195,185,2.38,51,3.02,40,2.87,64,66,1.0,1,0
Kyoji Horiguchi,86,1,165,125,3.6,45,2.45,62,2.0,44,55,0.0,1,0
Milana Dudieva,50,0,160,135,0.87,31,3.43,58,2.34,45,0,0.0,1,0
Manvel Gamburyan,43,0,165,135,2.13,41,2.83,55,3.26,34,69,0.7,1,0
Geane Herrera,33,0,165,125,1.51,31,5.07,52,0.83,37,38,0.6,1,0
Kyle Noke,55,1,185,170,3.23,50,2.09,64,1.53,54,66,0.8,0,1
Yusuke Kasuya,0,0,170,155,2.17,44,4.34,48,1.36,33,0,0.0,0,1
Richard Walsh,40,0,182,170,3.84,46,2.72,58,1.55,40,66,0.2,1,0
Yao Zhikui,33,0,165,125,1.44,21,2.82,48,0.66,16,58,0.0,1,0
Seo Hee Ham,33,0,157,115,4.2,39,5.15,61,0.0,0,66,0.2,0,1
Jonathan Meunier,0,0,190,170,3.47,50,1.43,69,0.58,33,58,0.0,0,0
Guangyou Ning,67,1,162,145,2.66,41,1.91,61,1.09,50,62,0.3,0,1
Brendan O'Reilly,33,0,170,170,1.9,47,2.77,39,2.22,43,36,0.6,1,0
Elvis Mutapcic,0,0,182,185,3.41,40,4.27,38,0.0,0,81,0.0,1,0
Tiago dos Santos e Silva,67,1,175,145,3.69,35,4.23,59,0.63,11,33,0.3,1,0
Sean O'Connell,33,0,185,205,5.46,48,6.77,45,0.0,0,30,0.5,1,0
Keith Berish,0,0,182,205,3.58,36,4.81,62,1.76,40,0,0.0,1,0
Joseph Gigliotti,0,0,180,185,1.04,39,2.92,45,1.56,100,50,0.8,1,0
Valerie Letourneau,60,1,170,115,4.51,37,5.4,58,0.77,45,66,0.3,1,0
Tim Kennedy,75,1,180,185,2.78,47,1.84,62,2.58,35,70,0.7,1,0
Zach Makovsky,50,0,162,125,1.94,43,2.24,62,3.71,30,56,0.3,0,1
Fredy Serrano,67,1,160,125,1.58,26,1.89,61,2.84,25,84,0.0,1,0
Takeya Mizugaki,62,1,170,135,3.37,37,3.27,57,1.46,57,70,0.1,1,0
James Moontasri,40,0,177,170,2.39,48,3.86,40,0.0,0,79,0.2,0,0
Cole Miller,53,1,185,145,3.0,33,3.88,59,0.6,36,38,1.8,1,0
Brandon Thatch,40,0,187,170,2.7,42,3.63,52,1.36,66,50,0.7,0,0
Ronda Rousey,86,1,170,135,4.17,52,4.14,44,6.26,68,50,4.8,1,0
Jocelyn Jones-Lybarger,0,0,170,115,2.96,31,4.83,56,0.34,25,81,0.0,1,0
Viktor Pesta,25,0,190,240,1.58,36,2.54,56,3.29,28,100,0.0,1,0
JC Cottrell,0,0,175,155,0.79,25,2.75,45,0.79,100,50,0.0,1,0
Michinori Tanaka,50,0,165,135,1.97,37,1.99,50,2.4,38,43,0.2,1,0
Daniel Jolly,0,0,185,205,1.32,46,3.39,44,2.83,33,50,0.0,1,0
Phillipe Nover,17,0,175,145,1.79,35,2.48,56,0.99,28,44,0.7,1,0
Roan Carneiro,50,0,180,170,1.46,46,1.82,62,3.05,42,83,1.4,1,0
Alex Ricci,0,0,180,155,2.48,41,2.53,64,0.0,0,64,0.0,1,0
Reginaldo Vieira,50,0,170,135,3.76,40,2.89,59,1.97,27,25,0.8,1,0
Sam Sicilia,45,0,172,145,2.46,33,3.55,59,1.45,43,70,0.9,1,0
Garreth McLellan,25,0,185,185,3.56,54,2.94,45,1.15,22,34,0.9,0,1
Rony Jason,50,0,170,145,2.04,44,3.14,53,0.59,30,36,0.8,1,0
Scott Askham,40,0,190,185,3.03,46,3.52,52,0.44,18,65,0.7,0,1
Brad Pickett,38,0,167,135,3.02,31,4.63,55,2.47,44,58,0.4,1,0
Patrick Cote,50,0,180,170,2.81,48,3.21,48,0.68,20,43,0.2,1,0
Anthony Johnson,72,1,187,205,3.25,47,1.83,60,2.43,57,77,0.6,1,0
Gegard Mousasi,73,1,187,185,3.75,50,1.21,68,1.59,60,59,1.1,1,0
Mike de la Torre,33,0,180,145,3.21,39,4.75,51,0.36,16,83,0.0,1,0
Roy Nelson,50,0,182,263,2.18,36,4.79,46,1.14,27,65,0.1,1,0
Rashid Magomedov,80,1,175,155,4.4,49,3.05,54,0.67,57,89,0.2,1,0
Augusto Mendes,50,0,167,135,2.42,34,3.91,56,1.75,33,80,0.0,1,0
Nathan Coy,50,0,177,170,3.88,52,2.4,61,3.17,47,50,0.0,0,1
Jessica Penne,33,0,165,115,2.46,33,4.73,48,1.58,25,20,0.6,1,0
Joe Proctor,57,1,177,155,3.39,36,3.93,59,0.0,0,70,1.8,1,0
Cindy Dandois,0,0,170,135,3.13,32,3.4,58,5.0,55,0,0.0,1,0
Michael McBride,0,0,185,155,4.08,48,5.85,40,1.85,42,30,1.2,1,0
Nicholas Musoke,60,1,182,170,3.56,35,3.8,57,1.16,19,82,0.2,1,0
Reza Madadi,50,0,180,155,2.51,46,3.31,66,3.17,33,89,0.5,1,0
Alex Nicholson,33,0,193,185,4.12,43,4.65,47,0.0,0,50,0.5,1,0
Chris Camozzi,50,0,187,185,3.57,44,2.96,56,0.27,19,57,0.5,1,0
Jim Wallhead,0,0,177,170,3.19,26,6.65,49,0.0,0,100,0.0,1,0
Dominique Steele,25,0,177,170,2.32,49,2.42,50,2.95,42,76,0.0,1,0
Kiichi Kunimoto,75,1,177,170,1.87,44,3.92,41,1.59,20,28,0.3,1,0
Dong Hyun Kim,76,1,187,170,2.12,49,1.89,58,2.93,43,71,0.6,0,1
Tarec Saffiedine,40,0,177,170,4.05,47,3.06,62,0.52,36,84,0.1,0,0
Kwan Ho Kwak,0,0,165,135,3.29,41,3.45,47,0.78,100,26,0.0,0,0
Dennis Siver,55,1,167,145,3.87,32,2.67,65,0.87,32,65,0.3,1,0
Johnny Case,80,1,177,155,3.95,38,2.66,61,1.7,45,72,0.2,1,0
Josh Stansbury,50,0,187,205,3.22,54,3.54,54,0.0,0,87,1.0,1,0
Joachim Christensen,33,0,190,205,3.78,41,3.29,46,0.0,0,0,0.0,1,0
Tom Gallicchio,0,0,177,170,3.53,26,7.07,43,1.0,11,0,0.0,0,1
Jesse Taylor,0,0,182,170,1.94,65,0.55,38,7.28,50,100,3.1,1,0
Nick Roehrick,0,0,187,205,2.31,17,6.92,44,0.0,0,0,0.0,1,0
Travis Browne,56,1,198,255,2.93,41,4.31,42,1.21,68,75,0.2,1,0
Daniel Omielanczuk,50,0,182,247,3.09,57,3.29,47,0.56,26,68,0.1,0,1
Neil Seery,50,0,162,125,3.56,41,3.79,58,0.78,27,53,1.6,1,0
James Mulheron,0,0,177,243,2.4,31,3.47,42,0.0,0,25,0.0,1,0
Charlie Ward,0,0,180,170,1.64,19,7.21,53,0.0,0,0,0.0,1,0
Leslie Smith,50,0,175,135,7.56,40,8.41,51,0.0,0,62,0.0,1,0
Damian Grabowski,0,0,185,241,4.0,36,7.65,51,0.0,0,0,0.0,1,0
Rafael Natal,56,1,182,185,3.1,47,2.48,57,2.55,34,77,0.5,1,0
Frankie Perez,33,0,180,155,1.64,41,2.17,54,1.75,41,50,0.3,1,0
Chris Wade,67,1,177,155,1.7,53,1.75,51,2.6,51,55,1.1,1,0
Hector Sandoval,67,1,157,125,3.31,52,2.33,65,3.49,25,71,1.4,1,0
Andrew Holbrook,50,0,180,155,2.2,49,3.0,54,0.85,18,10,2.1,0,1
Abdul-Kerim Edilov,0,0,187,205,10.22,61,0.13,92,3.98,100,0,2.0,1,0
Bojan Mihajlovic,0,0,180,205,1.23,35,5.95,47,0.0,0,33,0.0,1,0
Adriano Martins,67,1,177,155,1.8,38,2.14,65,0.83,80,81,0.4,0,1
Mitch Clarke,33,0,177,155,2.35,34,3.27,47,0.64,15,50,0.4,1,0
Jason Saggo,60,1,180,155,2.5,39,2.94,52,2.33,40,23,0.0,1,0
Azunna Anyanwu,0,0,185,251,2.47,42,2.47,69,0.65,100,0,0.0,1,0
Alex Reyes,0,0,180,170,4.56,46,8.35,38,0.0,0,0,0.0,1,0
Takanori Gomi,33,0,170,155,3.81,41,3.52,60,1.23,65,63,0.8,0,1
Chan-Mi Jeon,0,0,165,115,6.23,31,7.77,55,0.0,0,0,0.0,1,0
Henrique da Silva,40,0,190,205,3.89,60,5.28,40,0.25,14,22,0.2,1,0
Hyun Gyu Lim,50,0,190,170,4.45,41,5.07,51,0.23,100,73,0.2,1,0
Marco Beltran,60,1,172,125,2.07,37,1.93,63,0.7,50,46,0.2,1,0
Pearl Gonzalez,0,0,162,115,2.23,37,4.07,57,1.04,11,0,0.5,1,0
Jonathan Wilson,33,0,187,205,2.92,48,5.65,56,0.37,100,80,0.0,0,1
Marcin Held,0,0,175,155,1.41,34,2.02,47,2.46,46,37,1.3,1,0
Hacran Dias,43,0,172,155,2.08,41,3.31,55,2.5,39,76,0.5,1,0
Christian Colombo,0,0,195,265,2.76,44,4.02,42,0.0,0,33,0.0,1,0
Johny Hendricks,65,1,175,185,3.49,45,3.99,53,3.83,46,63,0.3,0,1
Georges St-Pierre,90,1,180,185,3.78,53,1.4,72,4.16,74,83,1.1,1,0
Michel Quinones,0,0,177,155,2.91,29,5.98,48,0.0,0,36,0.0,1,0
Nate Marquardt,54,1,182,185,2.71,49,2.32,55,1.87,51,70,0.8,1,0
Marcel Fortuna,50,0,185,205,3.83,46,4.52,64,0.45,8,75,0.5,1,0
Will Brooks,33,0,177,155,4.26,59,2.54,56,2.08,51,82,0.3,1,0
Anthony Hamilton,33,0,195,260,3.91,65,3.02,45,2.62,42,78,0.0,1,0
Ashkan Mokhtarian,0,0,167,125,1.95,43,3.66,43,0.54,16,33,0.0,0,1
Bojan Velickovic,40,0,182,170,2.18,34,2.31,57,0.67,25,55,0.5,0,1
Wang Guan,0,0,175,145,4.73,43,3.27,60,0.0,0,0,0.0,1,0
Kailin Curran,17,0,162,115,3.89,43,4.75,53,2.0,57,61,0.6,1,0
Michael Bisping,71,1,185,185,4.33,38,2.71,65,1.05,43,63,0.3,1,0
Bobby Nash,0,0,182,170,3.42,37,3.95,51,2.37,33,100,1.6,1,0
Bharat Kandare,0,0,170,135,0.7,10,1.88,72,0.0,0,0,0.0,1,0
Ryan Janes,33,0,190,185,7.69,48,5.53,59,0.35,100,58,0.0,1,0
Christina Marks,0,0,170,125,5.0,58,3.0,64,7.5,100,0,0.0,1,0
DeAnna Bennett,0,0,162,125,3.13,58,3.27,58,0.0,0,0,1.0,1,0
Ariel Beck,0,0,167,125,4.44,34,4.31,64,0.0,0,0,0.0,0,1
Karine Gevorgyan,0,0,162,125,1.2,20,1.8,76,0.0,0,0,0.0,1,0
Angela Magana,0,0,154,115,1.53,28,4.92,42,0.4,25,28,0.4,1,0
Antonio Braga Neto,50,0,190,185,1.36,33,3.92,45,3.07,37,0,0.5,1,0
Carls John De Tomas,0,0,165,125,1.74,37,3.93,44,1.37,33,66,0.0,0,1
Erick Silva,50,0,182,170,2.5,48,4.18,49,0.85,35,56,1.4,1,0
Abel Trujillo,60,1,172,155,2.65,41,2.31,59,2.18,45,40,0.4,1,0
Oluwale Bamgbose,25,0,180,185,2.45,48,2.7,55,0.94,33,37,0.0,0,0
Galore Bofando,100,1,180,170,3.63,45,3.63,54,2.37,100,50,0.0,0,0
Sabah Homasi,0,0,182,170,4.98,48,6.91,47,2.8,50,66,0.0,1,0
Francimar Barroso,50,0,185,205,2.77,52,3.07,59,2.22,24,83,0.0,1,0
